caseno,typeofclaim,InvoiceVoucherDate,debtwarningdate,mainamount,mainamountbalance,casestate,ageofclaim_months,courtclaim,postacode,debage,paidamount
94841,loan,00:00.0,2/28/2020,623,623,Waiting,16,0,7075,57,0
94845,loan,00:00.0,2/28/2020,79,79,Waiting,16,0,2067,62,0
94847,loan,00:00.0,2/28/2020,79,79,Waiting,16,0,3408,22,0
94850,loan,00:00.0,2/28/2020,623,623,Waiting,16,0,8920,30,0
94854,loan,00:00.0,2/28/2020,199,199,Waiting,16,0,9730,59,0
94856,loan,00:00.0,2/28/2020,79,79,Waiting,16,0,3041,47,0
94860,loan,00:00.0,2/28/2020,158,158,Waiting,16,0,5225,71,0
94862,loan,00:00.0,NULL,298,298,Waiting,16,0,1452,32,0
94863,loan,00:00.0,NULL,298,298,Waiting,16,0,1452,32,0
94869,loan,00:00.0,3/1/2020,158,158,Waiting,16,0,3210,47,0
94871,loan,00:00.0,2/28/2020,79,79,Waiting,16,0,768,68,0
94873,loan,00:00.0,2/28/2020,189,189,Waiting,16,0,1340,32,0
94875,loan,00:00.0,2/28/2020,158,158,Waiting,16,0,8907,37,0
94877,loan,00:00.0,3/1/2020,189,189,Waiting,16,0,5055,25,0
94879,loan,00:00.0,2/28/2020,299,299,Waiting,16,0,1610,51,0
94881,loan,00:00.0,2/28/2020,199,199,Waiting,16,0,5918,60,0
94885,loan,00:00.0,2/28/2020,199,199,Waiting,16,0,5912,23,0
94900,loan,00:00.0,2/28/2020,623,623,Waiting,16,0,1462,38,0
94902,loan,00:00.0,2/28/2020,158,158,Waiting,16,0,7725,39,0
94904,loan,00:00.0,2/28/2020,79,79,Waiting,16,0,1940,23,0
94906,loan,00:00.0,2/28/2020,79,79,Waiting,16,0,6789,36,0
94908,loan,00:00.0,2/28/2020,398,398,Waiting,16,0,5172,46,0
94910,loan,00:00.0,2/28/2020,79,79,Waiting,16,0,5527,27,0
94412,loan,00:00.0,3/1/2020,189,189,Waiting,16,0,1560,999,0
94420,loan,00:00.0,2/28/2020,398,398,Waiting,16,0,7580,48,0
94421,loan,00:00.0,2/28/2020,228,228,Waiting,16,0,1253,54,0
94422,loan,00:00.0,2/28/2020,398,398,Waiting,16,0,1344,49,0
94427,loan,00:00.0,2/28/2020,398,398,Waiting,16,0,3040,27,0
94430,loan,00:00.0,3/1/2020,298,298,Waiting,16,0,495,29,0
94321,loan,00:00.0,3/1/2020,623,623,Waiting,17,0,659,999,0
94322,loan,00:00.0,3/1/2020,623,623,Waiting,16,0,4374,999,0
94323,loan,00:00.0,3/1/2020,623,623,Waiting,16,0,5162,999,0
94350,loan,00:00.0,3/1/2020,623,623,Waiting,16,0,1621,999,0
94352,loan,00:00.0,3/1/2020,796,796,Waiting,16,0,6493,999,0
94354,loan,00:00.0,3/1/2020,599,599,Waiting,16,0,4014,999,0
94356,loan,00:00.0,3/1/2020,199,199,Waiting,16,0,7389,999,0
94360,loan,00:00.0,3/1/2020,79,79,Waiting,16,0,1900,999,0
94362,loan,00:00.0,3/1/2020,79,79,Waiting,16,0,4301,999,0
94368,loan,00:00.0,3/1/2020,299,299,Waiting,16,0,3960,999,0
94370,loan,00:00.0,3/1/2020,299,299,Waiting,16,0,266,999,0
94371,loan,00:00.0,3/1/2020,79,79,Waiting,16,0,266,999,0
94373,loan,00:00.0,3/1/2020,79,79,Waiting,16,0,1404,999,0
94377,loan,00:00.0,3/1/2020,79,79,Waiting,16,0,275,999,0
94379,loan,00:00.0,3/1/2020,79,79,Waiting,16,0,1630,999,0
94380,loan,00:00.0,3/1/2020,199,199,Waiting,16,0,1630,999,0
94382,loan,00:00.0,3/1/2020,299,299,Waiting,16,0,7023,999,0
94383,loan,00:00.0,3/1/2020,79,79,Waiting,16,0,7023,999,0
94385,loan,00:00.0,3/1/2020,299,299,Waiting,16,0,4280,999,0
94386,loan,00:00.0,3/1/2020,79,79,Waiting,16,0,4280,999,0
94392,loan,00:00.0,3/1/2020,79,79,Waiting,16,0,4306,999,0
94398,loan,00:00.0,3/1/2020,199,199,Waiting,16,0,2030,999,0
94400,loan,00:00.0,3/1/2020,99,99,Waiting,16,0,1407,999,0
94402,loan,00:00.0,3/1/2020,79,79,Waiting,16,0,5378,999,0
94404,loan,00:00.0,3/1/2020,199,199,Waiting,16,0,2390,999,0
94408,loan,00:00.0,3/1/2020,198,198,Waiting,16,0,2317,999,0
93669,loan,00:00.0,2/26/2020,696,696,Waiting,16,0,5360,39,0
93670,loan,00:00.0,2/26/2020,269,269,Waiting,16,0,2930,58,0
93674,loan,00:00.0,2/26/2020,298,298,Waiting,16,0,5363,61,0
93675,loan,00:00.0,2/26/2020,398,398,Waiting,16,0,5363,61,0
93680,loan,00:00.0,2/26/2020,298,298,Waiting,16,0,4265,60,0
93688,loan,00:00.0,2/26/2020,298,298,Waiting,16,0,5392,57,0
93689,loan,00:00.0,2/26/2020,298,298,Waiting,16,0,5392,57,0
93694,loan,00:00.0,2/26/2020,328,328,Waiting,16,0,1068,77,0
93695,loan,00:00.0,2/26/2020,398,398,Waiting,16,0,3560,25,0
93696,loan,00:00.0,2/26/2020,298,298,Waiting,16,0,2165,42,0
93697,loan,00:00.0,2/26/2020,623,623,Waiting,16,0,2165,42,0
93699,loan,00:00.0,3/1/2020,696,696,Waiting,16,0,6847,75,0
93700,loan,00:00.0,2/26/2020,398,398,Waiting,16,0,2760,50,0
93701,loan,00:00.0,2/26/2020,298,298,Waiting,16,0,2760,50,0
93707,loan,00:00.0,2/26/2020,369,369,Waiting,16,0,2408,60,0
93714,loan,00:00.0,2/26/2020,696,696,Waiting,16,0,2406,60,0
93723,loan,00:00.0,2/26/2020,398,398,Waiting,16,0,5281,53,0
93728,loan,00:00.0,2/26/2020,398,398,Waiting,16,0,5063,50,0
93737,loan,00:00.0,2/26/2020,199,199,Waiting,16,0,3127,46,0
93738,loan,00:00.0,2/26/2020,398,0,Waiting,16,0,1614,64,-398
93740,loan,00:00.0,2/26/2020,499,499,Waiting,16,0,1275,23,0
93741,loan,00:00.0,2/26/2020,398,398,Waiting,16,0,3300,35,0
93745,loan,00:00.0,2/26/2020,398,398,Waiting,16,0,2827,51,0
93752,loan,00:00.0,2/26/2020,398,398,Waiting,16,0,2408,57,0
93756,loan,00:00.0,2/26/2020,499,499,Waiting,16,0,6517,25,0
93760,loan,00:00.0,2/26/2020,623,623,Waiting,16,0,3801,26,0
93762,loan,00:00.0,2/26/2020,499,499,Waiting,16,0,1664,29,0
93765,loan,00:00.0,2/26/2020,499,499,Waiting,16,0,3570,35,0
93767,loan,00:00.0,2/26/2020,499,499,Waiting,16,0,2116,51,0
93769,loan,00:00.0,2/26/2020,499,499,Waiting,16,0,1636,41,0
93770,loan,00:00.0,2/26/2020,499,499,Waiting,16,0,8140,19,0
93771,loan,00:00.0,2/26/2020,796,796,Waiting,16,0,2069,67,0
94338,loan,00:00.0,3/1/2020,623,623,Waiting,16,0,3158,999,0
94339,loan,00:00.0,3/1/2020,623,623,Waiting,16,0,3256,999,0
94340,loan,00:00.0,3/1/2020,623,623,Waiting,16,0,594,999,0
94341,loan,00:00.0,NULL,623,623,Waiting,16,0,4326,999,0
94344,loan,00:00.0,3/1/2020,796,796,Waiting,16,0,2608,999,0
94345,loan,00:00.0,3/1/2020,533.9,533.9,Waiting,16,0,8680,999,0
94347,loan,00:00.0,3/1/2020,623,623,Waiting,16,0,3743,999,0
94348,loan,00:00.0,3/1/2020,796,796,Waiting,16,0,855,999,0
94326,loan,00:00.0,3/1/2020,623,623,Waiting,16,0,1628,999,0
94328,loan,00:00.0,3/1/2020,623,623,Waiting,16,0,5109,999,0
94330,loan,00:00.0,3/1/2020,623,623,Waiting,16,0,8484,999,0
94332,loan,00:00.0,3/1/2020,623,623,Waiting,16,0,2412,999,0
94333,loan,00:00.0,3/1/2020,623,623,Waiting,16,0,1263,999,0
94334,loan,00:00.0,3/1/2020,623,623,Waiting,16,0,4643,999,0
94335,loan,00:00.0,3/1/2020,623,623,Waiting,16,0,561,999,0
92615,loan,00:00.0,2/20/2020,623,623,Waiting,17,0,6018,38,0
92626,loan,00:00.0,2/20/2020,623,623,Waiting,17,0,2212,67,0
92630,loan,00:00.0,2/20/2020,623,623,Waiting,17,0,1725,21,0
92655,loan,00:00.0,2/20/2020,623,623,Waiting,17,0,3127,22,0
92660,loan,00:00.0,NULL,623,623,Waiting,17,0,569,74,0
75747,loan,00:00.0,2/23/2020,189,189,Waiting,17,0,5151,28,0
75720,loan,00:00.0,2/25/2020,428,428,Waiting,19,0,1410,22,0
75721,loan,00:00.0,2/23/2020,623,623,Waiting,19,0,1410,22,0
92808,loan,00:00.0,2/19/2020,79,79,Waiting,17,0,1348,50,0
92865,loan,00:00.0,2/20/2020,79,79,Waiting,17,0,9415,44,0
92882,loan,00:00.0,2/20/2020,158,158,Waiting,17,0,463,35,0
92888,loan,00:00.0,2/20/2020,158,158,Waiting,17,0,4330,69,0
92889,loan,00:00.0,2/20/2020,199,199,Waiting,17,0,4330,69,0
75905,loan,00:00.0,2/13/2020,199,199,Waiting,17,0,2010,30,0
73680,loan,00:00.0,NULL,623,623,Waiting,17,0,9019,27,0
74160,loan,00:00.0,2/20/2020,599,599,Waiting,17,0,3210,36,0
73373,loan,00:00.0,2/12/2020,623,623,Waiting,17,0,7801,79,0
73393,loan,00:00.0,2/21/2020,499,499,Waiting,17,0,4015,25,0
73394,loan,00:00.0,2/21/2020,499,499,Waiting,17,0,4015,25,0
92421,loan,00:00.0,2/19/2020,623,623,Waiting,17,0,1617,29,0
73755,loan,00:00.0,2/20/2020,623,623,Waiting,17,0,2150,64,0
93776,loan,00:00.0,2/26/2020,499,499,Waiting,16,0,1850,46,0
93867,loan,00:00.0,2/27/2020,623,623,Waiting,16,0,1738,28,0
93868,loan,00:00.0,2/26/2020,623,623,Waiting,16,0,6057,21,0
93869,loan,00:00.0,2/26/2020,623,623,Waiting,16,0,3229,25,0
93870,loan,00:00.0,2/27/2020,623,623,Waiting,16,0,2322,28,0
93872,loan,00:00.0,2/26/2020,623,623,Waiting,16,0,2866,39,0
93873,loan,00:00.0,2/26/2020,623,623,Waiting,16,0,352,27,0
93874,loan,00:00.0,2/27/2020,623,623,Waiting,16,0,1071,51,0
93876,loan,00:00.0,2/27/2020,623,623,Waiting,16,0,2030,45,0
93882,loan,00:00.0,2/26/2020,499,499,Waiting,16,0,9408,22,0
93883,loan,00:00.0,2/26/2020,623,623,Waiting,16,0,753,45,0
93884,loan,00:00.0,2/27/2020,623,623,Waiting,16,0,3576,66,0
93885,loan,00:00.0,NULL,623,623,Waiting,16,0,461,33,0
93886,loan,00:00.0,2/26/2020,623,623,Waiting,16,0,8016,35,0
93889,loan,00:00.0,2/27/2020,623,623,Waiting,16,0,1621,49,0
93891,loan,00:00.0,2/26/2020,398,398,Waiting,16,0,8534,52,0
93892,loan,00:00.0,2/26/2020,623,623,Waiting,16,0,5259,44,0
93893,loan,00:00.0,2/27/2020,623,623,Waiting,16,0,5215,30,0
93894,loan,00:00.0,2/26/2020,623,623,Waiting,16,0,178,36,0
93781,loan,00:00.0,2/26/2020,499,499,Waiting,16,0,3022,32,0
93785,loan,00:00.0,2/26/2020,499,499,Waiting,16,0,7513,31,0
93787,loan,00:00.0,2/26/2020,796,796,Waiting,16,0,6799,79,0
93792,loan,00:00.0,2/26/2020,623,623,Waiting,16,0,6320,56,0
93793,loan,00:00.0,2/26/2020,623,623,Waiting,16,0,3550,48,0
93795,loan,00:00.0,2/26/2020,623,623,Waiting,16,0,6871,48,0
93796,loan,00:00.0,2/26/2020,696,696,Waiting,17,0,3611,67,0
93797,loan,00:00.0,2/26/2020,623,623,Waiting,16,0,1337,44,0
93798,loan,00:00.0,2/26/2020,696,696,Waiting,16,0,1337,44,0
93803,loan,00:00.0,2/26/2020,796,796,Waiting,16,0,3475,69,0
93806,loan,00:00.0,2/26/2020,623,623,Waiting,16,0,8475,71,0
93808,loan,00:00.0,2/26/2020,623,623,Waiting,16,0,2240,45,0
93809,loan,00:00.0,2/26/2020,79,79,Waiting,16,0,3408,49,0
93814,loan,00:00.0,2/26/2020,623,623,Waiting,16,0,2429,59,0
93815,loan,00:00.0,2/26/2020,623,623,Waiting,16,0,4643,34,0
93817,loan,00:00.0,2/26/2020,474.5,474.5,Waiting,16,0,3302,50,0
93822,loan,00:00.0,2/26/2020,398,398,Waiting,16,0,9010,35,0
93825,loan,00:00.0,2/26/2020,398,398,Waiting,16,0,2850,58,0
93827,loan,00:00.0,2/26/2020,623,623,Waiting,16,0,3216,36,0
93829,loan,00:00.0,2/26/2020,398,398,Waiting,16,0,9845,41,0
93830,loan,00:00.0,2/26/2020,398,398,Waiting,16,0,3077,59,0
93831,loan,00:00.0,2/26/2020,398,398,Waiting,16,0,1618,36,0
93832,loan,00:00.0,2/26/2020,79,79,Waiting,17,0,5410,23,0
93833,loan,00:00.0,2/26/2020,398,398,Waiting,16,0,2032,46,0
93844,loan,00:00.0,2/26/2020,398,398,Waiting,16,0,9980,45,0
93846,loan,00:00.0,2/26/2020,499,499,Waiting,16,0,4620,40,0
93847,loan,00:00.0,2/26/2020,444.8,444.8,Waiting,16,0,1580,22,0
93848,loan,00:00.0,2/26/2020,623,623,Waiting,16,0,691,48,0
93851,loan,00:00.0,2/26/2020,796,796,Waiting,16,0,4326,19,0
93852,loan,00:00.0,2/26/2020,623,623,Waiting,16,0,8517,36,0
93853,loan,00:00.0,2/26/2020,623,623,Waiting,16,0,463,42,0
93854,loan,00:00.0,2/26/2020,623,623,Waiting,16,0,4621,42,0
93855,loan,00:00.0,2/26/2020,623,623,Waiting,16,0,577,51,0
93856,loan,00:00.0,2/26/2020,623,623,Waiting,16,0,7620,35,0
93859,loan,00:00.0,2/26/2020,398,398,Waiting,16,0,4540,43,0
93860,loan,00:00.0,2/26/2020,623,623,Waiting,16,0,6899,23,0
93861,loan,00:00.0,2/26/2020,623,623,Waiting,16,0,1617,49,0
93862,loan,00:00.0,2/26/2020,623,623,Waiting,16,0,4056,20,0
93864,loan,00:00.0,2/26/2020,623,623,Waiting,16,0,6800,39,0
93865,loan,00:00.0,2/26/2020,696,696,Waiting,16,0,4034,67,0
109706,loan,00:00.0,NULL,623,623,Waiting,16,0,3023,31,0
109709,loan,00:00.0,NULL,276.75,276.75,Waiting,16,0,3257,70,0
109711,loan,00:00.0,NULL,254.15,254.15,Waiting,16,0,1253,54,0
109712,loan,00:00.0,NULL,328,328,Waiting,16,0,2313,27,0
109721,loan,00:00.0,NULL,268.2,268.2,Waiting,16,0,1734,76,0
109725,loan,00:00.0,NULL,328,328,Waiting,16,0,3513,58,0
109726,loan,00:00.0,NULL,499,499,Waiting,16,0,1860,26,0
109727,loan,00:00.0,NULL,298,298,Waiting,16,0,1860,26,0
109728,loan,00:00.0,NULL,328,328,Waiting,16,0,6727,71,0
109733,loan,00:00.0,NULL,328,328,Waiting,16,0,7037,26,0
110335,loan,00:00.0,NULL,79,79,Waiting,16,0,1738,50,0
110343,loan,00:00.0,NULL,328,328,Waiting,16,0,1710,56,0
110345,loan,00:00.0,NULL,99,99,Waiting,16,0,1182,48,0
110349,loan,00:00.0,NULL,99,99,Waiting,16,0,2052,49,0
110351,loan,00:00.0,NULL,623,623,Waiting,16,0,4619,69,0
110353,loan,00:00.0,NULL,158,158,Waiting,16,0,3187,37,0
110355,loan,00:00.0,NULL,99,99,Waiting,16,0,1344,46,0
110359,loan,00:00.0,NULL,623,623,Waiting,16,0,4879,31,0
110361,loan,00:00.0,NULL,79,79,Waiting,16,0,661,59,0
110363,loan,00:00.0,NULL,158,158,Waiting,16,0,5334,57,0
110364,loan,00:00.0,NULL,283.15,283.15,Waiting,16,0,1390,999,0
110365,loan,00:00.0,NULL,499,499,Waiting,16,0,1069,999,0
110366,loan,00:00.0,NULL,599,599,Waiting,16,0,7018,999,0
110367,loan,00:00.0,NULL,398,398,Waiting,16,0,8290,999,0
110368,loan,00:00.0,NULL,398,398,Waiting,16,0,1383,999,0
110370,loan,00:00.0,NULL,599,599,Waiting,16,0,6510,999,0
110371,loan,00:00.0,NULL,599,599,Waiting,16,0,693,999,0
110372,loan,00:00.0,NULL,599,599,Waiting,16,0,3617,999,0
110373,loan,00:00.0,NULL,599,599,Waiting,16,0,959,999,0
110374,loan,00:00.0,NULL,599,599,Waiting,16,0,1961,999,0
110376,loan,00:00.0,NULL,79,79,Waiting,16,0,6143,999,0
110378,loan,00:00.0,NULL,158,158,Waiting,16,0,8622,999,0
110380,loan,00:00.0,NULL,189,189,Waiting,16,0,2317,999,0
110382,loan,00:00.0,NULL,79,79,Waiting,16,0,1279,999,0
110384,loan,00:00.0,NULL,79,79,Waiting,16,0,1352,999,0
110386,loan,00:00.0,NULL,199,199,Waiting,16,0,4878,999,0
109545,loan,00:00.0,NULL,79,79,Waiting,16,0,8665,36,0
109547,loan,00:00.0,NULL,79,79,Waiting,16,0,456,46,0
109551,loan,00:00.0,NULL,99,99,Waiting,16,0,484,28,0
109553,loan,00:00.0,NULL,158,158,Waiting,16,0,3040,29,0
109557,loan,00:00.0,NULL,79,79,Waiting,16,0,655,41,0
109561,loan,00:00.0,NULL,158,158,Waiting,16,0,7105,49,0
109563,loan,00:00.0,NULL,99,99,Waiting,16,0,6040,56,0
109565,loan,00:00.0,NULL,623,623,Waiting,16,0,6884,46,0
109571,loan,00:00.0,NULL,79,79,Waiting,16,0,1617,19,0
109575,loan,00:00.0,NULL,623,623,Waiting,16,0,1739,40,0
109577,loan,00:00.0,NULL,199,199,Waiting,16,0,2224,66,0
109579,loan,00:00.0,NULL,499,499,Waiting,16,0,8340,24,0
109581,loan,00:00.0,NULL,158,158,Waiting,16,0,2020,46,0
109583,loan,00:00.0,NULL,99,99,Waiting,16,0,4623,48,0
109589,loan,00:00.0,NULL,528,528,Waiting,16,0,3370,26,0
109595,loan,00:00.0,NULL,79,79,Waiting,16,0,6530,64,0
109597,loan,00:00.0,NULL,398,398,Waiting,16,0,260,61,0
109601,loan,00:00.0,NULL,398,398,Waiting,16,0,2317,72,0
93835,loan,00:00.0,2/26/2020,298,298,Waiting,16,0,583,50,0
113385,loan,00:00.0,NULL,328,328,Waiting,16,0,8907,33,0
113387,loan,00:00.0,NULL,79,79,Waiting,16,0,3482,47,0
113389,loan,00:00.0,NULL,298,298,Waiting,16,0,1366,32,0
113391,loan,00:00.0,NULL,158,158,Waiting,16,0,4319,37,0
113395,loan,00:00.0,NULL,99,99,Waiting,16,0,378,44,0
113397,loan,00:00.0,NULL,79,79,Waiting,16,0,5531,54,0
113399,loan,00:00.0,NULL,99,99,Waiting,16,0,2372,22,0
113401,loan,00:00.0,NULL,79,79,Waiting,16,0,4635,58,0
113403,loan,00:00.0,NULL,79,79,Waiting,16,0,7078,56,0
113407,loan,00:00.0,NULL,79,79,Waiting,16,0,1255,47,0
113409,loan,00:00.0,NULL,398,398,Waiting,16,0,2353,65,0
113410,loan,00:00.0,NULL,537.3,537.3,Waiting,16,0,2353,65,0
113412,loan,00:00.0,NULL,79,79,Waiting,16,0,7047,36,0
113416,loan,00:00.0,NULL,79,79,Waiting,16,0,6016,61,0
113418,loan,00:00.0,NULL,79,79,Waiting,16,0,1354,54,0
113422,loan,00:00.0,NULL,499,499,Waiting,16,0,5177,29,0
113424,loan,00:00.0,NULL,499,499,Waiting,16,0,1263,21,0
113426,loan,00:00.0,NULL,79,79,Waiting,16,0,4048,55,0
113428,loan,00:00.0,NULL,79,79,Waiting,16,0,7732,62,0
113430,loan,00:00.0,NULL,79,79,Waiting,16,0,9790,50,0
113434,loan,00:00.0,NULL,528,528,Waiting,16,0,1169,30,0
113436,loan,00:00.0,NULL,79,79,Waiting,16,0,1168,20,0
113438,loan,00:00.0,NULL,158,158,Waiting,16,0,2007,28,0
113440,loan,00:00.0,NULL,79,79,Waiting,16,0,2409,61,0
113442,loan,00:00.0,NULL,79,79,Waiting,16,0,7549,19,0
113444,loan,00:00.0,NULL,623,623,Waiting,16,0,3271,23,0
113446,loan,00:00.0,NULL,424.15,424.15,Waiting,16,0,9722,20,0
113452,loan,00:00.0,NULL,99,99,Waiting,16,0,3039,76,0
113456,loan,00:00.0,NULL,199,199,Waiting,16,0,5099,54,0
113458,loan,00:00.0,NULL,623,623,Waiting,16,0,3340,25,0
113460,loan,00:00.0,NULL,499,499,Waiting,16,0,1850,24,0
113462,loan,00:00.0,NULL,79,79,Waiting,16,0,1463,48,0
113468,loan,00:00.0,NULL,79,79,Waiting,16,0,9020,61,0
113472,loan,00:00.0,NULL,623,623,Waiting,16,0,3514,40,0
113474,loan,00:00.0,NULL,623,623,Waiting,16,0,2770,44,0
113480,loan,00:00.0,NULL,99,99,Waiting,16,0,1580,68,0
113482,loan,00:00.0,NULL,158,158,Waiting,16,0,1283,43,0
113484,loan,00:00.0,NULL,79,79,Waiting,16,0,2264,54,0
113486,loan,00:00.0,NULL,779,779,Waiting,16,0,8430,54,0
113488,loan,00:00.0,NULL,79,79,Waiting,16,0,7370,62,0
113490,loan,00:00.0,NULL,79,79,Waiting,16,0,5022,40,0
113492,loan,00:00.0,NULL,79,79,Waiting,16,0,1608,57,0
113496,loan,00:00.0,NULL,99,99,Waiting,16,0,8312,51,0
113498,loan,00:00.0,NULL,79,79,Waiting,16,0,2390,37,0
113500,loan,00:00.0,NULL,79,79,Waiting,16,0,3178,39,0
113502,loan,00:00.0,NULL,342.65,342.65,Waiting,16,0,1925,57,0
109061,loan,00:00.0,NULL,79,79,Waiting,16,0,4049,999,0
109065,loan,00:00.0,NULL,79,79,Waiting,16,0,3616,999,0
109077,loan,00:00.0,NULL,299,299,Waiting,17,0,5529,54,0
109080,loan,00:00.0,NULL,369,369,Waiting,16,0,4990,43,0
109081,loan,00:00.0,NULL,369,369,Waiting,16,0,4990,43,0
109083,loan,00:00.0,NULL,299,299,Waiting,17,0,7022,55,0
109085,loan,00:00.0,NULL,676.6,676.6,Waiting,16,0,9445,71,0
109086,loan,00:00.0,NULL,676.6,676.6,Waiting,16,0,9445,71,0
109095,loan,00:00.0,NULL,537.3,537.3,Waiting,17,0,4846,47,0
109098,loan,00:00.0,NULL,298,298,Waiting,16,0,6899,34,0
109099,loan,00:00.0,NULL,298,298,Waiting,16,0,6899,34,0
109100,loan,00:00.0,NULL,623,623,Waiting,16,0,6899,34,0
109104,loan,00:00.0,NULL,342.65,342.65,Waiting,16,0,2211,74,0
109106,loan,00:00.0,NULL,398,398,Waiting,16,0,8011,53,0
109111,loan,00:00.0,NULL,328,328,Waiting,17,0,3803,64,0
109116,loan,00:00.0,NULL,398,398,Waiting,16,0,9790,53,0
109119,loan,00:00.0,NULL,298,298,Waiting,17,0,2070,39,0
109122,loan,00:00.0,NULL,696,696,Waiting,16,0,1680,45,0
109123,loan,00:00.0,NULL,398,398,Waiting,16,0,1680,45,0
109125,loan,00:00.0,NULL,298,298,Waiting,16,0,9135,57,0
109127,loan,00:00.0,NULL,398,398,Waiting,16,0,2312,66,0
109128,loan,00:00.0,NULL,198.15,198.15,Waiting,16,0,2063,36,0
109131,loan,00:00.0,NULL,499,499,Waiting,16,0,6953,27,0
109132,loan,00:00.0,NULL,398,398,Waiting,16,0,1765,60,0
109135,loan,00:00.0,NULL,499,499,Waiting,16,0,6003,26,0
109136,loan,00:00.0,NULL,499,499,Waiting,16,0,2008,27,0
109142,loan,00:00.0,NULL,499,499,Waiting,16,0,5580,22,0
109143,loan,00:00.0,NULL,499,499,Waiting,16,0,5580,22,0
109145,loan,00:00.0,NULL,199,199,Waiting,16,0,2213,50,0
109147,loan,00:00.0,NULL,79,79,Waiting,16,0,3716,80,0
109148,loan,00:00.0,NULL,199,199,Waiting,16,0,1734,66,0
109149,loan,00:00.0,NULL,499,499,Waiting,16,0,4008,27,0
109150,loan,00:00.0,NULL,499,499,Waiting,16,0,8530,25,0
109151,loan,00:00.0,NULL,499,499,Waiting,16,0,9180,20,0
109152,loan,00:00.0,NULL,199,199,Waiting,16,0,3408,49,0
109153,loan,00:00.0,NULL,199,199,Waiting,16,0,3408,49,0
109155,loan,00:00.0,NULL,199,199,Waiting,16,0,2090,76,0
109170,loan,00:00.0,NULL,305.75,305.75,Waiting,17,0,4280,28,0
109171,loan,00:00.0,NULL,499,499,Waiting,16,0,4820,25,0
109172,loan,00:00.0,NULL,298,298,Waiting,16,0,6814,30,0
109173,loan,00:00.0,NULL,398,398,Waiting,16,0,6814,30,0
113653,loan,00:00.0,NULL,623,623,Waiting,16,0,7040,999,0
113654,loan,00:00.0,NULL,398,398,Waiting,16,0,5918,999,0
113656,loan,00:00.0,NULL,369,369,Waiting,16,0,1405,999,0
113660,loan,00:00.0,NULL,623,623,Waiting,16,0,4700,999,0
113662,loan,00:00.0,NULL,623,623,Waiting,16,0,2383,999,0
113664,loan,00:00.0,NULL,623,623,Waiting,16,0,5208,999,0
113666,loan,00:00.0,NULL,623,623,Waiting,16,0,1950,999,0
113668,loan,00:00.0,NULL,623,623,Waiting,16,0,5006,999,0
113670,loan,00:00.0,NULL,623,623,Waiting,16,0,6519,999,0
113672,loan,00:00.0,NULL,79,79,Waiting,16,0,4876,999,0
113676,loan,00:00.0,NULL,199,199,Waiting,16,0,2750,999,0
113678,loan,00:00.0,NULL,79,79,Waiting,16,0,1168,999,0
113680,loan,00:00.0,NULL,79,79,Waiting,16,0,7048,999,0
113682,loan,00:00.0,NULL,189,189,Waiting,16,0,194,999,0
113684,loan,00:00.0,NULL,299,299,Waiting,16,0,4622,999,0
113685,loan,00:00.0,NULL,79,79,Waiting,16,0,4622,999,0
113687,loan,00:00.0,NULL,79,79,Waiting,16,0,7500,999,0
113688,loan,00:00.0,NULL,199,199,Waiting,16,0,7500,999,0
113690,loan,00:00.0,NULL,199,199,Waiting,16,0,9455,999,0
113692,loan,00:00.0,NULL,79,79,Waiting,16,0,3327,999,0
113694,loan,00:00.0,NULL,199,199,Waiting,16,0,851,999,0
113696,loan,00:00.0,NULL,189,189,Waiting,16,0,3624,999,0
109177,loan,00:00.0,NULL,298,298,Waiting,16,0,9402,67,0
109178,loan,00:00.0,NULL,298,298,Waiting,16,0,2422,61,0
113623,loan,00:00.0,NULL,779,779,Waiting,16,0,4056,70,0
113710,loan,00:00.0,NULL,597,597,Waiting,16,0,1850,67,0
113711,loan,00:00.0,NULL,599,599,Waiting,16,0,1406,25,0
113712,loan,00:00.0,NULL,796,796,Waiting,16,0,5600,39,0
93954,loan,00:00.0,2/26/2020,599,599,Waiting,16,0,196,35,0
93955,loan,00:00.0,2/26/2020,599,599,Waiting,16,0,959,32,0
93960,loan,00:00.0,2/26/2020,79,79,Waiting,16,0,6020,49,0
93967,loan,00:00.0,2/26/2020,499,499,Waiting,16,0,192,26,0
93968,loan,00:00.0,2/27/2020,599,599,Waiting,16,0,3731,26,0
93970,loan,00:00.0,2/26/2020,599,599,Waiting,16,0,3726,29,0
93975,loan,00:00.0,2/26/2020,79,79,Waiting,17,0,3891,64,0
93977,loan,00:00.0,2/26/2020,79,79,Waiting,16,0,1165,47,0
93992,loan,00:00.0,2/26/2020,199,199,Waiting,16,0,5107,61,0
93994,loan,00:00.0,2/26/2020,99,0,Waiting,16,0,5208,26,-99
93998,loan,00:00.0,2/26/2020,79,79,Waiting,16,0,1723,45,0
94000,loan,00:00.0,2/26/2020,79,79,Waiting,16,0,260,69,0
94006,loan,00:00.0,2/26/2020,199,199,Waiting,16,0,1467,45,0
94009,loan,00:00.0,2/27/2020,189,189,Waiting,16,0,3961,44,0
110217,loan,00:00.0,NULL,79,79,Waiting,16,0,2317,60,0
110221,loan,00:00.0,NULL,328,328,Waiting,16,0,5953,49,0
110223,loan,00:00.0,NULL,623,623,Waiting,16,0,3406,55,0
110225,loan,00:00.0,NULL,79,79,Waiting,16,0,458,34,0
